"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"Tyr","Tyrosine","BC","1.029(95% CI:0.915-1.158; P=0.6292379204)","1.009(95% CI:0.987-1.031; P=0.4168281518)","1.082(95% CI:0.948-1.236; P=0.2415963279)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Unsaturation","Degree of Unsaturation","BC","0.89(95% CI:0.793-0.998; P=0.0465282294)","0.956(95% CI:0.936-0.978; P=0.0000624727)","0.878(95% CI:0.767-1.005; P=0.0586224065)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Val","Valine","BC","1.049(95% CI:0.936-1.177; P=0.4104301239)","1.038(95% CI:1.016-1.06; P=0.000644747)","1.116(95% CI:0.979-1.272; P=0.0992483665)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_C","VLDL Cholesterol","BC","1.013(95% CI:0.894-1.147; P=0.8454129738)","1.02(95% CI:0.998-1.043; P=0.0769008392)","1.051(95% CI:0.914-1.207; P=0.4865703042)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_CE","Cholesteryl Esters in VLDL","BC","1.001(95% CI:0.883-1.134; P=0.9911291518)","1.016(95% CI:0.994-1.039; P=0.1523021214)","1.036(95% CI:0.902-1.19; P=0.6210859575)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_FC","Free Cholesterol in VLDL","BC","1.033(95% CI:0.913-1.167; P=0.6082456405)","1.025(95% CI:1.003-1.048; P=0.0252838359)","1.072(95% CI:0.935-1.23; P=0.3189475662)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_L","Total Lipids in VLDL","BC","1.056(95% CI:0.934-1.194; P=0.3848188761)","1.031(95% CI:1.008-1.054; P=0.0068968162)","1.098(95% CI:0.956-1.261; P=0.1848571827)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_PL","Phospholipids in VLDL","BC","1.046(95% CI:0.926-1.182; P=0.467568891)","1.028(95% CI:1.006-1.051; P=0.013611318)","1.086(95% CI:0.947-1.245; P=0.2403011463)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_TG","Triglycerides in VLDL","BC","1.089(95% CI:0.97-1.223; P=0.1481979027)","1.035(95% CI:1.013-1.058; P=0.0018062786)","1.132(95% CI:0.991-1.292; P=0.0678565207)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_C","Cholesterol in Very Large HDL","BC","0.966(95% CI:0.86-1.086; P=0.5633061827)","0.969(95% CI:0.948-0.991; P=0.005776551)","0.94(95% CI:0.819-1.079; P=0.3787695324)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","BC","0.963(95% CI:0.857-1.083; P=0.5286731949)","0.969(95% CI:0.947-0.99; P=0.0044637577)","0.937(95% CI:0.816-1.075; P=0.3521068795)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","BC","0.977(95% CI:0.869-1.099; P=0.7029591116)","0.974(95% CI:0.953-0.995; P=0.0180685271)","0.953(95% CI:0.831-1.093; P=0.4889890131)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_PL","Phospholipids in Very Large HDL","BC","0.985(95% CI:0.877-1.107; P=0.800051239)","0.971(95% CI:0.95-0.992; P=0.0083699076)","0.958(95% CI:0.835-1.099; P=0.5387920808)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_TG","Triglycerides in Very Large HDL","BC","1.077(95% CI:0.953-1.216; P=0.2347805801)","1.015(95% CI:0.993-1.037; P=0.1824708836)","1.086(95% CI:0.952-1.24; P=0.218549545)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_C","Cholesterol in Very Large VLDL","BC","1.07(95% CI:0.953-1.201; P=0.2551910663)","1.029(95% CI:1.006-1.051; P=0.0111001955)","1.111(95% CI:0.973-1.268; P=0.1208492007)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","BC","1.053(95% CI:0.936-1.185; P=0.3878925889)","1.025(95% CI:1.003-1.048; P=0.0252274601)","1.094(95% CI:0.956-1.251; P=0.1913134306)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","BC","1.085(95% CI:0.969-1.214; P=0.1573915394)","1.031(95% CI:1.009-1.054; P=0.005194297)","1.124(95% CI:0.988-1.278; P=0.075374165)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","BC","1.091(95% CI:0.976-1.219; P=0.1256988495)","1.032(95% CI:1.01-1.055; P=0.0039455557)","1.13(95% CI:0.994-1.283; P=0.0611343406)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","BC","1.1(95% CI:0.986-1.227; P=0.0862374302)","1.035(95% CI:1.013-1.058; P=0.0014890816)","1.14(95% CI:1.005-1.293; P=0.040896658)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_C","Cholesterol in Very Small VLDL","BC","0.98(95% CI:0.863-1.112; P=0.7497111786)","1.009(95% CI:0.987-1.031; P=0.4343254908)","1.005(95% CI:0.875-1.155; P=0.9452162274)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","BC","0.971(95% CI:0.856-1.101; P=0.6478990483)","1.005(95% CI:0.983-1.027; P=0.6705688695)","0.995(95% CI:0.866-1.142; P=0.9395825655)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","BC","0.999(95% CI:0.88-1.136; P=0.9933111148)","1.018(95% CI:0.996-1.041; P=0.1098194119)","1.024(95% CI:0.891-1.177; P=0.736070877)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","BC","1.025(95% CI:0.902-1.164; P=0.7086257742)","1.023(95% CI:1-1.045; P=0.046548775)","1.05(95% CI:0.915-1.206; P=0.4857821069)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","BC","1.077(95% CI:0.954-1.215; P=0.2311443303)","1.037(95% CI:1.014-1.059; P=0.0012259179)","1.099(95% CI:0.963-1.255; P=0.1598842061)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","BC","1.106(95% CI:0.994-1.231; P=0.0654025732)","1.034(95% CI:1.012-1.056; P=0.0024733703)","1.137(95% CI:1.004-1.287; P=0.0429480154)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","BC","1.109(95% CI:0.995-1.235; P=0.0608302226)","1.033(95% CI:1.011-1.055; P=0.0031229656)","1.141(95% CI:1.007-1.293; P=0.0388728653)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","BC","1.098(95% CI:0.988-1.22; P=0.0817481005)","1.034(95% CI:1.012-1.056; P=0.0023555195)","1.125(95% CI:0.996-1.272; P=0.0584723043)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","BC","1.104(95% CI:0.996-1.224; P=0.0606648165)","1.032(95% CI:1.011-1.055; P=0.0031215878)","1.127(95% CI:1-1.271; P=0.0505039647)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","BC","1.123(95% CI:1.014-1.244; P=0.0263967763)","1.033(95% CI:1.011-1.055; P=0.0029603111)","1.15(95% CI:1.021-1.295; P=0.0214235161)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetate","Acetate","BC_postmeno","0.862(95% CI:0.694-1.069; P=0.1767206152)","1.002(95% CI:0.978-1.027; P=0.8662377993)","0.769(95% CI:0.578-1.022; P=0.0706674112)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetoacetate","Acetoacetate","BC_postmeno","1.097(95% CI:0.989-1.217; P=0.0802682698)","1.057(95% CI:1.035-1.08; P=0.0000003506)","1.102(95% CI:0.983-1.236; P=0.0954435984)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetone","Acetone","BC_postmeno","1.069(95% CI:0.945-1.208; P=0.2880886324)","1.039(95% CI:1.018-1.061; P=0.0002746384)","1.083(95% CI:0.952-1.232; P=0.2254064815)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Ala","Alanine","BC_postmeno","1.075(95% CI:0.935-1.237; P=0.3080258704)","1.009(95% CI:0.984-1.035; P=0.4823359357)","1.151(95% CI:0.986-1.343; P=0.0742411092)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Albumin","Albumin","BC_postmeno","0.862(95% CI:0.742-1.001; P=0.0516170939)","0.954(95% CI:0.931-0.979; P=0.000271938)","0.923(95% CI:0.788-1.081; P=0.3179134873)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"ApoA1","Apolipoprotein A1","BC_postmeno","0.972(95% CI:0.839-1.127; P=0.7093167832)","0.989(95% CI:0.964-1.014; P=0.3752477091)","0.956(95% CI:0.816-1.121; P=0.5827990656)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"ApoB","Apolipoprotein B","BC_postmeno","1.012(95% CI:0.873-1.174; P=0.8705517978)","1.038(95% CI:1.012-1.064; P=0.0039675319)","1.027(95% CI:0.875-1.204; P=0.7465635993)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"bOHbutyrate","3-Hydroxybutyrate","BC_postmeno","1.081(95% CI:0.952-1.226; P=0.2289892192)","1.045(95% CI:1.021-1.07; P=0.0002062026)","1.098(95% CI:0.961-1.254; P=0.1696707508)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Cholines","Total Cholines","BC_postmeno","1.008(95% CI:0.858-1.186; P=0.9193816845)","1.022(95% CI:0.996-1.049; P=0.0933753717)","1.017(95% CI:0.862-1.201; P=0.8402394724)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Citrate","Citrate","BC_postmeno","0.967(95% CI:0.813-1.151; P=0.7057311029)","1.014(95% CI:0.989-1.04; P=0.2688088034)","1.01(95% CI:0.84-1.215; P=0.9154942185)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Clinical_LDL_C","Clinical LDL Cholesterol","BC_postmeno","0.992(95% CI:0.856-1.151; P=0.9185844453)","1.026(95% CI:1-1.052; P=0.0495147818)","0.989(95% CI:0.844-1.159; P=0.8893604343)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Creatinine","Creatinine","BC_postmeno","0.971(95% CI:0.838-1.125; P=0.6937758378)","1.016(95% CI:0.992-1.041; P=0.1811190163)","0.995(95% CI:0.848-1.168; P=0.9527712227)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"DHA","Docosahexaenoic Acid","BC_postmeno","0.946(95% CI:0.818-1.094; P=0.4547255595)","1.003(95% CI:0.978-1.028; P=0.8253203466)","0.907(95% CI:0.77-1.07; P=0.2475421231)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Gln","Glutamine","BC_postmeno","0.928(95% CI:0.798-1.079; P=0.3294029752)","0.966(95% CI:0.942-0.991; P=0.0083474307)","0.97(95% CI:0.825-1.139; P=0.7086015184)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Glucose","Glucose","BC_postmeno","1.053(95% CI:0.923-1.201; P=0.4436438085)","1.037(95% CI:1.012-1.064; P=0.0038608648)","1.077(95% CI:0.931-1.247; P=0.3174028986)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Gly","Glycine","BC_postmeno","0.897(95% CI:0.775-1.038; P=0.1442456256)","0.942(95% CI:0.918-0.967; P=0.0000062269)","0.912(95% CI:0.776-1.071; P=0.2616875933)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"GlycA","Glycoprotein Acetyls","BC_postmeno","1.163(95% CI:1.007-1.344; P=0.0397649242)","1.1(95% CI:1.072-1.129; P=0)","1.198(95% CI:1.023-1.404; P=0.025019027)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_C","HDL Cholesterol","BC_postmeno","0.941(95% CI:0.819-1.082; P=0.3948921403)","0.965(95% CI:0.941-0.99; P=0.0055592122)","0.895(95% CI:0.765-1.047; P=0.1660031464)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_CE","Cholesteryl Esters in HDL","BC_postmeno","0.937(95% CI:0.817-1.075; P=0.3559307801)","0.963(95% CI:0.94-0.988; P=0.0033969454)","0.889(95% CI:0.76-1.04; P=0.1407097119)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_FC","Free Cholesterol in HDL","BC_postmeno","0.954(95% CI:0.825-1.103; P=0.5217122443)","0.974(95% CI:0.95-0.999; P=0.0425234144)","0.911(95% CI:0.776-1.069; P=0.2543006161)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_L","Total Lipids in HDL","BC_postmeno","0.969(95% CI:0.838-1.122; P=0.6760000637)","0.978(95% CI:0.954-1.003; P=0.0909127668)","0.944(95% CI:0.805-1.106; P=0.476075784)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_PL","Phospholipids in HDL","BC_postmeno","0.984(95% CI:0.849-1.14; P=0.8274415373)","0.986(95% CI:0.962-1.012; P=0.2885636034)","0.967(95% CI:0.825-1.134; P=0.6797799519)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_TG","Triglycerides in HDL","BC_postmeno","1.104(95% CI:0.958-1.273; P=0.1701356334)","1.054(95% CI:1.028-1.08; P=0.0000350705)","1.159(95% CI:1-1.342; P=0.0495261253)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"His","Histidine","BC_postmeno","1.044(95% CI:0.901-1.209; P=0.5708398436)","0.956(95% CI:0.93-0.981; P=0.0008442241)","1.1(95% CI:0.939-1.288; P=0.2392030395)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_C","Cholesterol in IDL","BC_postmeno","0.965(95% CI:0.834-1.116; P=0.6302066861)","1.013(95% CI:0.988-1.038; P=0.3118291966)","0.942(95% CI:0.806-1.102; P=0.4573146947)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_CE","Cholesteryl Esters in IDL","BC_postmeno","0.965(95% CI:0.834-1.117; P=0.6353434921)","1.012(95% CI:0.987-1.037; P=0.3445336268)","0.943(95% CI:0.806-1.103; P=0.4652859357)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_FC","Free Cholesterol in IDL","BC_postmeno","0.951(95% CI:0.825-1.096; P=0.4840472377)","1.016(95% CI:0.991-1.041; P=0.2105885965)","0.928(95% CI:0.794-1.084; P=0.3441023988)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_PL","Phospholipids in IDL","BC_postmeno","0.969(95% CI:0.837-1.122; P=0.6764795658)","1.018(95% CI:0.993-1.044; P=0.1584259923)","0.962(95% CI:0.821-1.126; P=0.626144587)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_TG","Triglycerides in IDL","BC_postmeno","1.101(95% CI:0.951-1.274; P=0.1999417645)","1.062(95% CI:1.037-1.089; P=0.0000012934)","1.126(95% CI:0.97-1.309; P=0.1193878588)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Ile","Isoleucine","BC_postmeno","1.033(95% CI:0.904-1.179; P=0.6365086208)","1.043(95% CI:1.018-1.068; P=0.0006369388)","1.086(95% CI:0.936-1.26; P=0.2765354977)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_C","Cholesterol in Large HDL","BC_postmeno","0.919(95% CI:0.801-1.055; P=0.2318399)","0.948(95% CI:0.924-0.972; P=0.0000274668)","0.852(95% CI:0.726-1; P=0.0504872232)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_CE","Cholesteryl Esters in Large HDL","BC_postmeno","0.916(95% CI:0.799-1.051; P=0.2131116009)","0.946(95% CI:0.923-0.97; P=0.0000170775)","0.848(95% CI:0.722-0.996; P=0.044112498)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_FC","Free Cholesterol in Large HDL","BC_postmeno","0.928(95% CI:0.807-1.068; P=0.3001717336)","0.954(95% CI:0.93-0.978; P=0.0002535855)","0.862(95% CI:0.733-1.015; P=0.0746777052)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_PL","Phospholipids in Large HDL","BC_postmeno","0.94(95% CI:0.817-1.082; P=0.3878493429)","0.957(95% CI:0.933-0.982; P=0.0006514935)","0.884(95% CI:0.753-1.038; P=0.1317952345)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_TG","Triglycerides in Large HDL","BC_postmeno","1.039(95% CI:0.892-1.211; P=0.6209091264)","1.011(95% CI:0.986-1.037; P=0.388893578)","1.056(95% CI:0.906-1.232; P=0.4860553619)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_C","Cholesterol in Large LDL","BC_postmeno","0.973(95% CI:0.84-1.127; P=0.7146888726)","1.022(95% CI:0.997-1.048; P=0.0845827661)","0.974(95% CI:0.832-1.141; P=0.7441062889)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_CE","Cholesteryl Esters in Large LDL","BC_postmeno","0.977(95% CI:0.843-1.132; P=0.7543218192)","1.027(95% CI:1.001-1.053; P=0.0414404873)","0.984(95% CI:0.84-1.153; P=0.8443757614)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_FC","Free Cholesterol in Large LDL","BC_postmeno","0.952(95% CI:0.826-1.097; P=0.4941925648)","1.01(95% CI:0.985-1.035; P=0.4333966268)","0.936(95% CI:0.802-1.094; P=0.4073371667)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_PL","Phospholipids in Large LDL","BC_postmeno","0.983(95% CI:0.849-1.136; P=0.8121351081)","1.028(95% CI:1.002-1.054; P=0.0322616099)","0.981(95% CI:0.838-1.149; P=0.8120501434)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_TG","Triglycerides in Large LDL","BC_postmeno","1.12(95% CI:0.969-1.295; P=0.1261394152)","1.065(95% CI:1.04-1.092; P=0.0000003762)","1.141(95% CI:0.983-1.324; P=0.0824208161)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_C","Cholesterol in Large VLDL","BC_postmeno","1.1(95% CI:0.959-1.261; P=0.1742624377)","1.06(95% CI:1.034-1.086; P=0.000004015)","1.173(95% CI:1.008-1.364; P=0.0390234247)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_CE","Cholesteryl Esters in Large VLDL","BC_postmeno","1.077(95% CI:0.938-1.237; P=0.2937152181)","1.053(95% CI:1.028-1.08; P=0.0000371372)","1.144(95% CI:0.982-1.333; P=0.0842018807)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_FC","Free Cholesterol in Large VLDL","BC_postmeno","1.121(95% CI:0.982-1.279; P=0.0920480874)","1.063(95% CI:1.038-1.089; P=0.0000007918)","1.197(95% CI:1.034-1.386; P=0.0158008284)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_PL","Phospholipids in Large VLDL","BC_postmeno","1.126(95% CI:0.987-1.283; P=0.0768076872)","1.063(95% CI:1.037-1.089; P=0.0000009603)","1.204(95% CI:1.041-1.391; P=0.0120642337)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_TG","Triglycerides in Large VLDL","BC_postmeno","1.144(95% CI:1.006-1.301; P=0.0398591056)","1.061(95% CI:1.036-1.087; P=0.0000016794)","1.226(95% CI:1.064-1.413; P=0.0049154828)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LA","Linoleic Acid","BC_postmeno","1.007(95% CI:0.866-1.17; P=0.9317629741)","1.015(95% CI:0.989-1.041; P=0.2560187072)","1.039(95% CI:0.885-1.221; P=0.639017485)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Lactate","Lactate","BC_postmeno","1.146(95% CI:1.004-1.309; P=0.0440215563)","1.029(95% CI:1.002-1.056; P=0.0350376798)","1.186(95% CI:1.022-1.375; P=0.0243075244)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_C","LDL Cholesterol","BC_postmeno","0.99(95% CI:0.853-1.149; P=0.8954717021)","1.031(95% CI:1.005-1.057; P=0.0181368421)","0.998(95% CI:0.851-1.17; P=0.9790639887)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_CE","Cholesteryl Esters in LDL","BC_postmeno","0.998(95% CI:0.859-1.158; P=0.9769061653)","1.037(95% CI:1.011-1.063; P=0.0053644729)","1.014(95% CI:0.864-1.19; P=0.8678698432)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_FC","Free Cholesterol in LDL","BC_postmeno","0.961(95% CI:0.834-1.109; P=0.5885002755)","1.014(95% CI:0.989-1.04; P=0.267375186)","0.949(95% CI:0.812-1.109; P=0.508820215)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_L","Total Lipids in LDL","BC_postmeno","1.001(95% CI:0.861-1.164; P=0.9928885839)","1.036(95% CI:1.01-1.062; P=0.0068282596)","1.01(95% CI:0.86-1.186; P=0.9072200681)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
