"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"Tyr","Tyrosine","BC","1.027(95% CI:0.913-1.155; P=0.6537525437)","1.008(95% CI:0.986-1.03; P=0.4797126938)","1.078(95% CI:0.944-1.231; P=0.2661365773)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Unsaturation","Degree of Unsaturation","BC","0.891(95% CI:0.794-0.999; P=0.0483078515)","0.953(95% CI:0.932-0.974; P=0.0000148778)","0.879(95% CI:0.768-1.006; P=0.0602105541)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Val","Valine","BC","1.047(95% CI:0.934-1.174; P=0.4319549564)","1.038(95% CI:1.016-1.06; P=0.0006481942)","1.113(95% CI:0.976-1.268; P=0.109981125)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_C","VLDL Cholesterol","BC","1.014(95% CI:0.895-1.149; P=0.829781371)","1.023(95% CI:1.001-1.046; P=0.0448949079)","1.051(95% CI:0.915-1.208; P=0.4802353098)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_CE","Cholesteryl Esters in VLDL","BC","1.002(95% CI:0.885-1.135; P=0.9743295578)","1.018(95% CI:0.996-1.041; P=0.103611903)","1.036(95% CI:0.902-1.19; P=0.612788921)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_FC","Free Cholesterol in VLDL","BC","1.033(95% CI:0.914-1.168; P=0.5988448551)","1.029(95% CI:1.006-1.052; P=0.0115125813)","1.072(95% CI:0.935-1.23; P=0.3171996869)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_L","Total Lipids in VLDL","BC","1.057(95% CI:0.935-1.195; P=0.3791843203)","1.035(95% CI:1.012-1.058; P=0.0024114992)","1.098(95% CI:0.956-1.26; P=0.1845491285)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_PL","Phospholipids in VLDL","BC","1.047(95% CI:0.927-1.183; P=0.4595247848)","1.032(95% CI:1.009-1.055; P=0.0053253995)","1.086(95% CI:0.947-1.245; P=0.2395870824)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_TG","Triglycerides in VLDL","BC","1.089(95% CI:0.97-1.222; P=0.1492002334)","1.039(95% CI:1.017-1.062; P=0.0005010965)","1.13(95% CI:0.99-1.29; P=0.0697573562)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_C","Cholesterol in Very Large HDL","BC","0.967(95% CI:0.86-1.087; P=0.5716716877)","0.969(95% CI:0.948-0.991; P=0.0049929614)","0.94(95% CI:0.819-1.078; P=0.374255444)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","BC","0.964(95% CI:0.857-1.083; P=0.5345003155)","0.968(95% CI:0.947-0.99; P=0.003801308)","0.936(95% CI:0.815-1.074; P=0.346501541)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","BC","0.979(95% CI:0.87-1.101; P=0.7212451845)","0.974(95% CI:0.952-0.995; P=0.0167759843)","0.953(95% CI:0.831-1.093; P=0.4896791895)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_PL","Phospholipids in Very Large HDL","BC","0.986(95% CI:0.877-1.107; P=0.8084657051)","0.971(95% CI:0.95-0.992; P=0.0085100605)","0.957(95% CI:0.835-1.098; P=0.5308467191)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_TG","Triglycerides in Very Large HDL","BC","1.078(95% CI:0.954-1.217; P=0.2275109618)","1.02(95% CI:0.998-1.043; P=0.0712195983)","1.085(95% CI:0.951-1.238; P=0.2235085058)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_C","Cholesterol in Very Large VLDL","BC","1.07(95% CI:0.953-1.201; P=0.2541315511)","1.032(95% CI:1.01-1.054; P=0.0047544784)","1.11(95% CI:0.972-1.267; P=0.1224283548)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","BC","1.053(95% CI:0.937-1.185; P=0.3852200546)","1.028(95% CI:1.006-1.05; P=0.0135262009)","1.093(95% CI:0.956-1.25; P=0.1923066654)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","BC","1.084(95% CI:0.969-1.213; P=0.1578559906)","1.035(95% CI:1.013-1.057; P=0.0017602091)","1.123(95% CI:0.987-1.276; P=0.0773257457)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","BC","1.09(95% CI:0.976-1.219; P=0.12625873)","1.036(95% CI:1.014-1.058; P=0.0012689676)","1.128(95% CI:0.994-1.281; P=0.0629360851)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","BC","1.1(95% CI:0.986-1.226; P=0.0878304851)","1.039(95% CI:1.017-1.062; P=0.0004219758)","1.138(95% CI:1.004-1.291; P=0.0426937238)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_C","Cholesterol in Very Small VLDL","BC","0.981(95% CI:0.864-1.114; P=0.7685109036)","1.011(95% CI:0.989-1.034; P=0.3210000193)","1.006(95% CI:0.875-1.155; P=0.935760564)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","BC","0.973(95% CI:0.858-1.103; P=0.6644490549)","1.007(95% CI:0.985-1.029; P=0.5549052124)","0.995(95% CI:0.867-1.143; P=0.948500207)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","BC","1.001(95% CI:0.881-1.137; P=0.9851558173)","1.022(95% CI:0.999-1.045; P=0.056180752)","1.025(95% CI:0.892-1.178; P=0.7269986835)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","BC","1.026(95% CI:0.904-1.165; P=0.688378939)","1.027(95% CI:1.004-1.05; P=0.0187409783)","1.051(95% CI:0.916-1.206; P=0.4809989781)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","BC","1.077(95% CI:0.955-1.215; P=0.2253318131)","1.042(95% CI:1.02-1.065; P=0.0001828606)","1.098(95% CI:0.963-1.253; P=0.1628374161)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","BC","1.105(95% CI:0.993-1.23; P=0.0663378565)","1.037(95% CI:1.015-1.059; P=0.0007711166)","1.136(95% CI:1.003-1.286; P=0.0444023256)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","BC","1.108(95% CI:0.995-1.234; P=0.062329057)","1.036(95% CI:1.014-1.058; P=0.0010974473)","1.139(95% CI:1.006-1.291; P=0.0406382817)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","BC","1.098(95% CI:0.988-1.219; P=0.0822103726)","1.037(95% CI:1.016-1.06; P=0.0006581672)","1.124(95% CI:0.995-1.271; P=0.0597949265)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","BC","1.103(95% CI:0.995-1.223; P=0.061292808)","1.036(95% CI:1.015-1.058; P=0.0009010729)","1.127(95% CI:0.999-1.27; P=0.051658997)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","BC","1.123(95% CI:1.014-1.244; P=0.0259881461)","1.036(95% CI:1.015-1.058; P=0.0008706923)","1.149(95% CI:1.021-1.294; P=0.0216525215)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetate","Acetate","BC_postmeno","0.862(95% CI:0.694-1.07; P=0.1777790832)","1.003(95% CI:0.978-1.027; P=0.8353486554)","0.765(95% CI:0.574-1.018; P=0.0664970349)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetoacetate","Acetoacetate","BC_postmeno","1.097(95% CI:0.989-1.216; P=0.0796245707)","1.059(95% CI:1.037-1.082; P=0.0000000932)","1.102(95% CI:0.983-1.235; P=0.0973550259)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetone","Acetone","BC_postmeno","1.066(95% CI:0.942-1.206; P=0.3083353068)","1.04(95% CI:1.02-1.062; P=0.0001249752)","1.081(95% CI:0.949-1.231; P=0.2403918893)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Ala","Alanine","BC_postmeno","1.077(95% CI:0.936-1.238; P=0.3015942906)","1.008(95% CI:0.983-1.034; P=0.524125025)","1.149(95% CI:0.985-1.341; P=0.0779769053)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Albumin","Albumin","BC_postmeno","0.858(95% CI:0.739-0.997; P=0.0452159512)","0.955(95% CI:0.931-0.979; P=0.0002988807)","0.921(95% CI:0.786-1.079; P=0.3062429912)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"ApoA1","Apolipoprotein A1","BC_postmeno","0.97(95% CI:0.836-1.124; P=0.6823469097)","0.99(95% CI:0.965-1.015; P=0.4330147188)","0.954(95% CI:0.813-1.119; P=0.5592983885)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"ApoB","Apolipoprotein B","BC_postmeno","1.014(95% CI:0.874-1.175; P=0.8580800706)","1.038(95% CI:1.012-1.064; P=0.003518937)","1.027(95% CI:0.876-1.205; P=0.7391739452)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"bOHbutyrate","3-Hydroxybutyrate","BC_postmeno","1.08(95% CI:0.952-1.225; P=0.2333978432)","1.046(95% CI:1.022-1.071; P=0.0001379361)","1.098(95% CI:0.961-1.254; P=0.1705933388)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Cholines","Total Cholines","BC_postmeno","1.007(95% CI:0.856-1.185; P=0.9322551267)","1.025(95% CI:0.999-1.052; P=0.0621837159)","1.015(95% CI:0.86-1.199; P=0.8584703548)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Citrate","Citrate","BC_postmeno","0.974(95% CI:0.819-1.158; P=0.7675737219)","1.014(95% CI:0.989-1.04; P=0.2676935316)","1.014(95% CI:0.847-1.213; P=0.8808467674)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Clinical_LDL_C","Clinical LDL Cholesterol","BC_postmeno","0.993(95% CI:0.856-1.151; P=0.9223400981)","1.025(95% CI:0.999-1.051; P=0.0595946299)","0.989(95% CI:0.844-1.159; P=0.8915659378)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Creatinine","Creatinine","BC_postmeno","0.979(95% CI:0.845-1.134; P=0.7751309223)","1.021(95% CI:0.997-1.045; P=0.080678298)","1.002(95% CI:0.854-1.176; P=0.9767266032)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"DHA","Docosahexaenoic Acid","BC_postmeno","0.948(95% CI:0.82-1.097; P=0.4743854292)","1.004(95% CI:0.979-1.029; P=0.7803713316)","0.909(95% CI:0.772-1.071; P=0.2542354005)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Gln","Glutamine","BC_postmeno","0.925(95% CI:0.795-1.077; P=0.315222442)","0.966(95% CI:0.941-0.991; P=0.0074410674)","0.965(95% CI:0.821-1.135; P=0.6688457804)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Glucose","Glucose","BC_postmeno","1.051(95% CI:0.922-1.199; P=0.4529022017)","1.039(95% CI:1.014-1.065; P=0.002369936)","1.077(95% CI:0.931-1.246; P=0.3169875978)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Gly","Glycine","BC_postmeno","0.9(95% CI:0.777-1.042; P=0.1571543882)","0.94(95% CI:0.916-0.965; P=0.0000029922)","0.912(95% CI:0.776-1.072; P=0.2637365682)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"GlycA","Glycoprotein Acetyls","BC_postmeno","1.166(95% CI:1.009-1.346; P=0.0369072789)","1.106(95% CI:1.078-1.134; P=0)","1.201(95% CI:1.026-1.406; P=0.0230089061)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_C","HDL Cholesterol","BC_postmeno","0.939(95% CI:0.817-1.08; P=0.3781696322)","0.965(95% CI:0.941-0.989; P=0.0050174069)","0.892(95% CI:0.762-1.045; P=0.1561111725)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_CE","Cholesteryl Esters in HDL","BC_postmeno","0.935(95% CI:0.815-1.073; P=0.3393198178)","0.963(95% CI:0.939-0.987; P=0.002821385)","0.887(95% CI:0.758-1.037; P=0.1322940712)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_FC","Free Cholesterol in HDL","BC_postmeno","0.952(95% CI:0.823-1.101; P=0.5095894225)","0.975(95% CI:0.951-1; P=0.0495646531)","0.908(95% CI:0.773-1.067; P=0.2424135494)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_L","Total Lipids in HDL","BC_postmeno","0.967(95% CI:0.835-1.119; P=0.6531042243)","0.979(95% CI:0.955-1.004; P=0.1063873173)","0.941(95% CI:0.802-1.103; P=0.4535989709)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_PL","Phospholipids in HDL","BC_postmeno","0.981(95% CI:0.847-1.137; P=0.8010988871)","0.988(95% CI:0.963-1.013; P=0.3458626154)","0.964(95% CI:0.822-1.131; P=0.6518759617)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_TG","Triglycerides in HDL","BC_postmeno","1.104(95% CI:0.958-1.272; P=0.170593161)","1.059(95% CI:1.034-1.086; P=0.0000042495)","1.157(95% CI:0.999-1.34; P=0.0522074797)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"His","Histidine","BC_postmeno","1.039(95% CI:0.897-1.204; P=0.6094836222)","0.954(95% CI:0.929-0.98; P=0.0005814491)","1.093(95% CI:0.933-1.28; P=0.2717717915)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_C","Cholesterol in IDL","BC_postmeno","0.965(95% CI:0.834-1.117; P=0.6324519618)","1.012(95% CI:0.987-1.038; P=0.3355496348)","0.942(95% CI:0.806-1.102; P=0.4540008178)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_CE","Cholesteryl Esters in IDL","BC_postmeno","0.965(95% CI:0.834-1.117; P=0.635420143)","1.011(95% CI:0.987-1.037; P=0.36933712)","0.942(95% CI:0.805-1.103; P=0.4593076109)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_FC","Free Cholesterol in IDL","BC_postmeno","0.951(95% CI:0.826-1.097; P=0.4920913131)","1.015(95% CI:0.991-1.041; P=0.2242056358)","0.929(95% CI:0.795-1.085; P=0.3497260701)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_PL","Phospholipids in IDL","BC_postmeno","0.97(95% CI:0.838-1.123; P=0.6883442659)","1.018(95% CI:0.993-1.044; P=0.1496305268)","0.962(95% CI:0.822-1.127; P=0.6337707535)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_TG","Triglycerides in IDL","BC_postmeno","1.102(95% CI:0.952-1.275; P=0.1937568121)","1.068(95% CI:1.042-1.094; P=0.0000001396)","1.125(95% CI:0.969-1.306; P=0.1217568695)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Ile","Isoleucine","BC_postmeno","1.03(95% CI:0.902-1.176; P=0.6639803526)","1.042(95% CI:1.018-1.068; P=0.000682387)","1.082(95% CI:0.932-1.255; P=0.2997052702)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_C","Cholesterol in Large HDL","BC_postmeno","0.919(95% CI:0.8-1.055; P=0.2285638221)","0.947(95% CI:0.924-0.971; P=0.0000221222)","0.851(95% CI:0.725-0.999; P=0.0480243843)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_CE","Cholesteryl Esters in Large HDL","BC_postmeno","0.916(95% CI:0.798-1.051; P=0.2097325339)","0.946(95% CI:0.922-0.97; P=0.0000131066)","0.846(95% CI:0.721-0.994; P=0.0419883877)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_FC","Free Cholesterol in Large HDL","BC_postmeno","0.928(95% CI:0.807-1.068; P=0.2981744682)","0.954(95% CI:0.93-0.978; P=0.0002552001)","0.861(95% CI:0.731-1.013; P=0.0714014571)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_PL","Phospholipids in Large HDL","BC_postmeno","0.939(95% CI:0.816-1.081; P=0.3819111888)","0.957(95% CI:0.934-0.982; P=0.0006966443)","0.882(95% CI:0.751-1.036; P=0.1253814637)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_TG","Triglycerides in Large HDL","BC_postmeno","1.04(95% CI:0.893-1.212; P=0.6139005854)","1.017(95% CI:0.992-1.043; P=0.1928942312)","1.055(95% CI:0.904-1.23; P=0.4968999853)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_LDL_C","Cholesterol in Large LDL","BC_postmeno","0.973(95% CI:0.84-1.127; P=0.7182771109)","1.022(95% CI:0.996-1.048; P=0.0941063957)","0.974(95% CI:0.832-1.142; P=0.748165022)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_LDL_CE","Cholesteryl Esters in Large LDL","BC_postmeno","0.977(95% CI:0.843-1.132; P=0.7584054849)","1.026(95% CI:1.001-1.052; P=0.0445340283)","0.985(95% CI:0.84-1.154; P=0.8496075346)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_LDL_FC","Free Cholesterol in Large LDL","BC_postmeno","0.952(95% CI:0.826-1.097; P=0.497917528)","1.009(95% CI:0.984-1.034; P=0.4918693453)","0.937(95% CI:0.802-1.095; P=0.4126180707)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_LDL_PL","Phospholipids in Large LDL","BC_postmeno","0.983(95% CI:0.85-1.137; P=0.8178980978)","1.027(95% CI:1.002-1.053; P=0.0363169811)","0.982(95% CI:0.838-1.15; P=0.820974227)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_LDL_TG","Triglycerides in Large LDL","BC_postmeno","1.121(95% CI:0.97-1.296; P=0.1216005613)","1.07(95% CI:1.045-1.097; P=0.0000000412)","1.14(95% CI:0.983-1.322; P=0.0835148612)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_VLDL_C","Cholesterol in Large VLDL","BC_postmeno","1.099(95% CI:0.959-1.26; P=0.1760870678)","1.063(95% CI:1.037-1.089; P=0.0000012322)","1.171(95% CI:1.007-1.362; P=0.0406528346)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_VLDL_CE","Cholesteryl Esters in Large VLDL","BC_postmeno","1.077(95% CI:0.938-1.236; P=0.2954480863)","1.056(95% CI:1.03-1.083; P=0.000014363)","1.143(95% CI:0.981-1.331; P=0.0867725765)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_VLDL_FC","Free Cholesterol in Large VLDL","BC_postmeno","1.119(95% CI:0.981-1.277; P=0.0938864966)","1.067(95% CI:1.041-1.093; P=0.0000001987)","1.195(95% CI:1.033-1.382; P=0.0167828275)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_VLDL_PL","Phospholipids in Large VLDL","BC_postmeno","1.125(95% CI:0.987-1.282; P=0.0784159323)","1.066(95% CI:1.041-1.092; P=0.0000002225)","1.201(95% CI:1.04-1.387; P=0.0128772253)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_VLDL_TG","Triglycerides in Large VLDL","BC_postmeno","1.142(95% CI:1.004-1.298; P=0.0426425704)","1.064(95% CI:1.039-1.09; P=0.0000004423)","1.222(95% CI:1.06-1.407; P=0.0055687186)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"LA","Linoleic Acid","BC_postmeno","1.006(95% CI:0.865-1.17; P=0.9382271993)","1.015(95% CI:0.99-1.041; P=0.2429456793)","1.037(95% CI:0.883-1.219; P=0.6550621655)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Lactate","Lactate","BC_postmeno","1.145(95% CI:1.002-1.307; P=0.0460553486)","1.028(95% CI:1.002-1.056; P=0.0367904623)","1.182(95% CI:1.019-1.371; P=0.0274225298)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"LDL_C","LDL Cholesterol","BC_postmeno","0.99(95% CI:0.853-1.149; P=0.8994548823)","1.031(95% CI:1.005-1.057; P=0.0198538395)","0.998(95% CI:0.851-1.171; P=0.9834319856)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"LDL_CE","Cholesteryl Esters in LDL","BC_postmeno","0.998(95% CI:0.86-1.159; P=0.9809971528)","1.037(95% CI:1.011-1.063; P=0.0053770835)","1.014(95% CI:0.864-1.191; P=0.8627843252)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"LDL_FC","Free Cholesterol in LDL","BC_postmeno","0.962(95% CI:0.834-1.109; P=0.5930750036)","1.013(95% CI:0.988-1.038; P=0.3186179567)","0.95(95% CI:0.812-1.11; P=0.5151705113)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"LDL_L","Total Lipids in LDL","BC_postmeno","1.001(95% CI:0.861-1.164; P=0.9867750607)","1.036(95% CI:1.01-1.062; P=0.007012888)","1.01(95% CI:0.86-1.187; P=0.9019242431)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"LDL_PL","Phospholipids in LDL","BC_postmeno","1(95% CI:0.863-1.159; P=0.9984659827)","1.033(95% CI:1.007-1.059; P=0.0111652676)","1.004(95% CI:0.856-1.177; P=0.9602135774)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"LDL_TG","Triglycerides in LDL","BC_postmeno","1.127(95% CI:0.977-1.3; P=0.1003943223)","1.072(95% CI:1.047-1.099; P=0.0000000152)","1.154(95% CI:0.996-1.337; P=0.0569477902)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Leu","Leucine","BC_postmeno","1.068(95% CI:0.937-1.217; P=0.3270187536)","1.043(95% CI:1.018-1.069; P=0.0005684811)","1.116(95% CI:0.965-1.292; P=0.1399585114)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_HDL_C","Cholesterol in Medium HDL","BC_postmeno","0.959(95% CI:0.833-1.104; P=0.5617138525)","0.982(95% CI:0.958-1.007; P=0.1536617796)","0.933(95% CI:0.797-1.092; P=0.3882413956)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_HDL_CE","Cholesteryl Esters in Medium HDL","BC_postmeno","0.955(95% CI:0.831-1.099; P=0.5225700235)","0.981(95% CI:0.956-1.006; P=0.1278841997)","0.928(95% CI:0.794-1.086; P=0.3519954047)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
